id,username,acct,display_name,locked,bot,discoverable,group,created_at,note,url,avatar,avatar_static,header,header_static,followers_count,following_count,statuses_count,last_status_at,fields,emojis
112015337403356949,bib0veille,bib0veille,Bib,FALSE,FALSE,TRUE,FALSE,2024-02-29T00:00:00Z,<p>Compte partagé de bibliothécaires pour faire de la veille métier. Toute activité de ce compte est soit le résultat d&#39;une décision commune soit une initiative individuelle qui ne respecte pas la règle de tout faire après délibération commune. Mais on laisse car personne ici ne suit cette règle élaborée en commun. On s&#39;intéresse à tout notamment aux trucs sur le libre et les communs car les bibliothèques font partie de ces champs. C&#39;est ce qu&#39;on pense.</p>,https://mastodon.social/@bib0veille,https://files.mastodon.social/accounts/avatars/112/015/337/403/356/949/original/790caafde3fafb22.jpg,https://files.mastodon.social/accounts/avatars/112/015/337/403/356/949/original/790caafde3fafb22.jpg,https://files.mastodon.social/accounts/headers/112/015/337/403/356/949/original/ff9302f39f7f3d5b.jpg,https://files.mastodon.social/accounts/headers/112/015/337/403/356/949/original/ff9302f39f7f3d5b.jpg,4,163,4,NA,list(),list()
113827663477898437,velchanos.bsky.social,velchanos.bsky.social@bsky.brid.gy,Velchanos,FALSE,FALSE,TRUE,FALSE,2024-11-13T00:00:00Z,"Diversity breeds Innovation; Innovation breeds Creativity; Creativity breeds Solutions.<br><br>[<a href=""https://fed.brid.gy/bsky/velchanos.bsky.social"" rel=""nofollow noopener"" target=""_blank"">bridged</a> from <a href=""https://bsky.app/profile/velchanos.bsky.social"" rel=""nofollow noopener"" target=""_blank"">velchanos.bsky.social</a> on Bluesky by <a href=""https://fed.brid.gy/"" rel=""nofollow noopener"" target=""_blank"">Bridgy Fed</a>]",https://bsky.brid.gy/r/https://bsky.app/profile/velchanos.bsky.social,https://files.mastodon.social/cache/accounts/avatars/113/827/663/477/898/437/original/08a4e8757ef84955.jpeg,https://files.mastodon.social/cache/accounts/avatars/113/827/663/477/898/437/original/08a4e8757ef84955.jpeg,https://files.mastodon.social/cache/accounts/headers/113/827/663/477/898/437/original/c0c812d79972a25e.jpeg,https://files.mastodon.social/cache/accounts/headers/113/827/663/477/898/437/original/c0c812d79972a25e.jpeg,0,11,0,NA,"list(name = ""Web site"", value = ""<a rel=\""nofollow noopener\"" href=\""https://bsky.app/profile/velchanos.bsky.social\"" target=\""_blank\""><span class=\""invisible\"">https://</span>bsky.app/profile/velchanos.bsky.social</a>"")",list()
110785934159354618,OpenSci_Pasteur,OpenSci_Pasteur@sciences.re,Open Science Pasteur,FALSE,FALSE,TRUE,FALSE,2023-07-27T00:00:00Z,"<p>Fil d'actualité du Centre de Ressources en Information Scientifique (CeRIS) de l'Institut Pasteur.<br><a href=""https://social.sciences.re/tags/InformationScientifiqueTechnique"" class=""mention hashtag"" rel=""nofollow noopener"" target=""_blank"">#<span>InformationScientifiqueTechnique</span></a>, <a href=""https://social.sciences.re/tags/ScienceOuverte"" class=""mention hashtag"" rel=""nofollow noopener"" target=""_blank"">#<span>ScienceOuverte</span></a>, <a href=""https://social.sciences.re/tags/OpenScience"" class=""mention hashtag"" rel=""nofollow noopener"" target=""_blank"">#<span>OpenScience</span></a>, <a href=""https://social.sciences.re/tags/EditionScientifique"" class=""mention hashtag"" rel=""nofollow noopener"" target=""_blank"">#<span>EditionScientifique</span></a>, <a href=""https://social.sciences.re/tags/OpenAccess"" class=""mention hashtag"" rel=""nofollow noopener"" target=""_blank"">#<span>OpenAccess</span></a>, gestion et partage des <a href=""https://social.sciences.re/tags/Donn%C3%A9esDeRecherche"" class=""mention hashtag"" rel=""nofollow noopener"" target=""_blank"">#<span>DonnéesDeRecherche</span></a>, <a href=""https://social.sciences.re/tags/EvaluationScientifique"" class=""mention hashtag"" rel=""nofollow noopener"" target=""_blank"">#<span>EvaluationScientifique</span></a></p>",https://social.sciences.re/@OpenSci_Pasteur,https://files.mastodon.social/cache/accounts/avatars/110/785/934/159/354/618/original/ab221f238b1f90c1.jpg,https://files.mastodon.social/cache/accounts/avatars/110/785/934/159/354/618/original/ab221f238b1f90c1.jpg,https://files.mastodon.social/cache/accounts/headers/110/785/934/159/354/618/original/bd47a0123e1dda7d.png,https://files.mastodon.social/cache/accounts/headers/110/785/934/159/354/618/original/bd47a0123e1dda7d.png,225,249,203,NA,"list(name = ""Blog"", value = ""<a href=\""https://openscience.pasteur.fr/\"" rel=\""nofollow noopener\"" translate=\""no\"" target=\""_blank\""><span class=\""invisible\"">https://</span><span class=\""\"">openscience.pasteur.fr/</span><span class=\""invisible\""></span></a>"")",list()
113077327128195312,sebbaz,sebbaz@toot.aquilenet.fr,Sebbaz,FALSE,FALSE,TRUE,FALSE,2024-04-22T00:00:00Z,"<p>Trucs informatiques à l'ouest en région centre (<a href=""https://toot.aquilenet.fr/tags/tours"" class=""mention hashtag"" rel=""nofollow noopener"" target=""_blank"">#<span>tours</span></a>) en restant proches de libertés publiques, dans la mouvance des logiciel libres et communs numériques.</p><p>Travaille et bénévole en développement et intégration logicielle, administration système, services numériques et réseaux de télécommunication.</p><p>compte migré depuis sebbaz@pouet.panglossoft.fr</p><p>Bénévole investi dans :</p><p>* <span class=""h-card"" translate=""no""><a href=""https://mastodon.xyz/@federationfdn"" class=""u-url mention"" rel=""nofollow noopener"" target=""_blank"">@<span>federationfdn</span></a></span><br>* <span class=""h-card"" translate=""no""><a href=""https://mastodon.tetaneutral.net/@tdn"" class=""u-url mention"" rel=""nofollow noopener"" target=""_blank"">@<span>tdn</span></a></span></p>",https://toot.aquilenet.fr/@sebbaz,https://files.mastodon.social/cache/accounts/avatars/113/077/327/128/195/312/original/9a6416a71f0036b8.png,https://files.mastodon.social/cache/accounts/avatars/113/077/327/128/195/312/original/9a6416a71f0036b8.png,https://files.mastodon.social/cache/accounts/headers/113/077/327/128/195/312/original/3ba1ceec20c1618d.png,https://files.mastodon.social/cache/accounts/headers/113/077/327/128/195/312/original/3ba1ceec20c1618d.png,34,227,281,NA,"list(name = c(""Git FFDN"", ""Framagit"", ""Sujets""), value = c(""<a href=\""https://code.ffdn.org/Sebbaz\"" rel=\""nofollow noopener\"" translate=\""no\"" target=\""_blank\""><span class=\""invisible\"">https://</span><span class=\""\"">code.ffdn.org/Sebbaz</span><span class=\""invisible\""></span></a>"", ""<a href=\""https://framagit.org/Sebbaz\"" rel=\""nofollow noopener\"" translate=\""no\"" target=\""_blank\""><span class=\""invisible\"">https://</span><span class=\""\"">framagit.org/Sebbaz</span><span class=\""invisible\""></span></a>"", 
""<a href=\""https://toot.aquilenet.fr/tags/numerique\"" class=\""mention hashtag\"" rel=\""nofollow noopener\"" target=\""_blank\"">#<span>numerique</span></a> <a href=\""https://toot.aquilenet.fr/tags/libre\"" class=\""mention hashtag\"" rel=\""nofollow noopener\"" target=\""_blank\"">#<span>libre</span></a> <a href=\""https://toot.aquilenet.fr/tags/code\"" class=\""mention hashtag\"" rel=\""nofollow noopener\"" target=\""_blank\"">#<span>code</span></a> <a href=\""https://toot.aquilenet.fr/tags/telecom\"" class=\""mention hashtag\"" rel=\""nofollow noopener\"" target=\""_blank\"">#<span>telecom</span></a> <a href=\""https://toot.aquilenet.fr/tags/linux\"" class=\""mention hashtag\"" rel=\""nofollow noopener\"" target=\""_blank\"">#<span>linux</span></a> <a href=\""https://toot.aquilenet.fr/tags/touraine\"" class=\""mention hashtag\"" rel=\""nofollow noopener\"" target=\""_blank\"">#<span>touraine</span></a> <a href=\""https://toot.aquilenet.fr/tags/sciences\"" class=\""mention hashtag\"" rel=\""nofollow noopener\"" target=\""_blank\"">#<span>sciences</span></a>""
))",list()
113825752672180048,VOuverte,VOuverte,Veille Science Ouverte,FALSE,FALSE,TRUE,FALSE,2025-01-14T00:00:00Z,,https://mastodon.social/@VOuverte,https://mastodon.social/avatars/original/missing.png,https://mastodon.social/avatars/original/missing.png,https://mastodon.social/headers/original/missing.png,https://mastodon.social/headers/original/missing.png,3,9,1,NA,list(),list()
109252499049547760,dzc34,dzc34,Fabrice Gangler,FALSE,FALSE,TRUE,FALSE,2022-10-29T00:00:00Z,"<p>timeline orientée veille tech. : logiciel libre, <a href=""https://mastodon.social/tags/WebPerfs"" class=""mention hashtag"" rel=""tag"">#<span>WebPerfs</span></a>, <a href=""https://mastodon.social/tags/a11y"" class=""mention hashtag"" rel=""tag"">#<span>a11y</span></a> (accessibilité), UX, <a href=""https://mastodon.social/tags/Cybers%C3%A9curit%C3%A9"" class=""mention hashtag"" rel=""tag"">#<span>Cybersécurité</span></a> et parfois plus ! Contributeur <a href=""https://mastodon.social/tags/Asqatasun"" class=""mention hashtag"" rel=""tag"">#<span>Asqatasun</span></a></p>",https://mastodon.social/@dzc34,https://files.mastodon.social/accounts/avatars/109/252/499/049/547/760/original/e559d63876953a9a.jpg,https://files.mastodon.social/accounts/avatars/109/252/499/049/547/760/original/e559d63876953a9a.jpg,https://files.mastodon.social/accounts/headers/109/252/499/049/547/760/original/c4ade609949fde01.jpeg,https://files.mastodon.social/accounts/headers/109/252/499/049/547/760/original/c4ade609949fde01.jpeg,45,229,340,NA,"list(name = c(""Asqatasun"", ""Contrast-Finder"", ""Gitlab"", ""Github""), value = c(""<a href=\""https://asqatasun.org\"" target=\""_blank\"" rel=\""nofollow noopener me\"" translate=\""no\""><span class=\""invisible\"">https://</span><span class=\""\"">asqatasun.org</span><span class=\""invisible\""></span></a>"", ""<a href=\""https://app.contrast-finder.org\"" target=\""_blank\"" rel=\""nofollow noopener me\"" translate=\""no\""><span class=\""invisible\"">https://</span><span class=\""\"">app.contrast-finder.org</span><span class=\""invisible\""></span></a>"", 
""<a href=\""https://gitlab.com/dzc34\"" target=\""_blank\"" rel=\""nofollow noopener me\"" translate=\""no\""><span class=\""invisible\"">https://</span><span class=\""\"">gitlab.com/dzc34</span><span class=\""invisible\""></span></a>"", ""<a href=\""https://github.com/dzc34\"" target=\""_blank\"" rel=\""nofollow noopener me\"" translate=\""no\""><span class=\""invisible\"">https://</span><span class=\""\"">github.com/dzc34</span><span class=\""invisible\""></span></a>""))",list()
109301990105640052,roturier,roturier@mastodon.partipirate.org,Roturier ⏚,TRUE,FALSE,TRUE,FALSE,2022-11-07T00:00:00Z,"<p>Daron libre penseur, né en Franche-Comté (Vosges saônoises) et réside en Lorraine (Bassin mussipontain) comme citoyen du monde🌎.<br>Libertaire, libriste, libériste, antilibérale, anticapitaliste, agnostique et adepte des accords Toltèques en sociocratie CONTRE LES DOMINATIONS pour que la liberté, l'égalité et la fraternité (l'adelphité) ne soient pas qu'une devise!<br>Parfois observateur incrédule du fait social mais toujours impliqué pour le bien commun, vaste progrⒶmme...😊Y̊</p>",https://mastodon.partipirate.org/@roturier,https://files.mastodon.social/cache/accounts/avatars/109/301/990/105/640/052/original/69312d316a684509.jpg,https://files.mastodon.social/cache/accounts/avatars/109/301/990/105/640/052/original/69312d316a684509.jpg,https://files.mastodon.social/cache/accounts/headers/109/301/990/105/640/052/original/fc182827ab1f84a2.png,https://files.mastodon.social/cache/accounts/headers/109/301/990/105/640/052/original/fc182827ab1f84a2.png,726,2906,11526,NA,list(),list()
109257870290883574,Thcoudreau,Thcoudreau,Thomas Coudreau,FALSE,FALSE,TRUE,FALSE,2022-10-30T00:00:00Z,"<p>Physicien défroqué. Je parle de recherche, d&#39;innovation, de formation, d&#39;universités.<br />Defrocked physicist. I talk about research, innovation, education, universities.<br />Compte perso/Personal account</p>",https://mastodon.social/@Thcoudreau,https://files.mastodon.social/accounts/avatars/109/257/870/290/883/574/original/00580094d937ddd9.jpg,https://files.mastodon.social/accounts/avatars/109/257/870/290/883/574/original/00580094d937ddd9.jpg,https://mastodon.social/headers/original/missing.png,https://mastodon.social/headers/original/missing.png,337,698,9,NA,list(),list()
113595094727508170,ENSdeLyon,ENSdeLyon,,FALSE,FALSE,NA,FALSE,2024-12-04T00:00:00Z,,https://mastodon.social/@ENSdeLyon,https://files.mastodon.social/accounts/avatars/113/595/094/727/508/170/original/ff9e13f186d92d02.jpg,https://files.mastodon.social/accounts/avatars/113/595/094/727/508/170/original/ff9e13f186d92d02.jpg,https://files.mastodon.social/accounts/headers/113/595/094/727/508/170/original/dac96c5930cb45be.jpg,https://files.mastodon.social/accounts/headers/113/595/094/727/508/170/original/dac96c5930cb45be.jpg,8,58,1,NA,list(),list()
111427737683446727,stephanegrangier,stephanegrangier,Stéphane Grangier,FALSE,FALSE,TRUE,FALSE,2023-11-17T00:00:00Z,"<p>Auteur chez @EditionsGoater et autres  <a href=""https://mastodon.social/tags/Litterature"" class=""mention hashtag"" rel=""tag"">#<span>Litterature</span></a> <a href=""https://mastodon.social/tags/polar"" class=""mention hashtag"" rel=""tag"">#<span>polar</span></a> <a href=""https://mastodon.social/tags/RomanNoir"" class=""mention hashtag"" rel=""tag"">#<span>RomanNoir</span></a> <a href=""https://mastodon.social/tags/publications"" class=""mention hashtag"" rel=""tag"">#<span>publications</span></a> <a href=""https://mastodon.social/tags/enprojet"" class=""mention hashtag"" rel=""tag"">#<span>enprojet</span></a>. Vise les ateliers d&#39;écriture à la prochaine libération 🌾<br /><a href=""https://mastodon.social/tags/socialclub"" class=""mention hashtag"" rel=""tag"">#<span>socialclub</span></a></p>",https://mastodon.social/@stephanegrangier,https://files.mastodon.social/accounts/avatars/111/427/737/683/446/727/original/72f464d4946ad8ca.jpg,https://files.mastodon.social/accounts/avatars/111/427/737/683/446/727/original/72f464d4946ad8ca.jpg,https://files.mastodon.social/accounts/headers/111/427/737/683/446/727/original/8b81db005bffa7a9.jpg,https://files.mastodon.social/accounts/headers/111/427/737/683/446/727/original/8b81db005bffa7a9.jpg,47,194,63,NA,"list(name = c(""Site"", ""Le tout""), value = c(""<a href=\""https://stphanegrangier.blogspot.com/\"" target=\""_blank\"" rel=\""nofollow noopener me\"" translate=\""no\""><span class=\""invisible\"">https://</span><span class=\""\"">stphanegrangier.blogspot.com/</span><span class=\""invisible\""></span></a>"", ""<a href=\""https://beacons.ai/stephanegrangier\"" target=\""_blank\"" rel=\""nofollow noopener me\"" translate=\""no\""><span class=\""invisible\"">https://</span><span class=\""\"">beacons.ai/stephanegrangier</span><span class=\""invisible\""></span></a>""
))",list()
